ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 02/06/2025;COBERTURA;IMPORTE AFILIADO
38613;fólico,ác.;FOLINEMIC;1 mg comp.x 30;PharmaDorf;$ 5623.11;50%;$ 2811.56
38615;fólico,ác.;FOLINEMIC;5 mg comp.x 30;PharmaDorf;$ 7414.56;50%;$ 3707.28
32791;hialuronato sódico;HIALUDORF;sol.oft.x 10 ml;PharmaDorf;$ 11205.14;50%;$ 5602.57
47617;hialuronato sódico;HIALUDORF HD;sol.oft.x 10 ml;PharmaDorf;$ 15059.96;50%;$ 7529.98
51484;hialuronato sódico;HIALUDORF;sol.oft.x 15 ml;PharmaDorf;$ 892.51;50%;$ 446.26
37696;hidroxipropilmetilcelulosa;LAGRIMA DORF;sol.oft.x 10 ml;PharmaDorf;$ 6532.7;50%;$ 3266.35
51488;hidroxipropilmetilcelulosa;LAGRIMA DORF;sol.oft.x 15 ml;PharmaDorf;$ 8187.65;50%;$ 4093.83
39182;ibandrónico,ác.;ELASTERIN;150 mg comp.rec.x 1;PharmaDorf;$ 446.5;50%;$ 223.25
52911;ibandrónico,ác.;ELASTERIN;150 mg comp.rec.x 3;PharmaDorf;$ 1001.15;50%;$ 500.58
47608;ibandrónico,ác.;POSCLIM;150 mg comp.x 1;PharmaDorf;$ 1367.55;50%;$ 683.78
47609;ibandrónico,ác.;POSCLIM;150 mg comp.x 3;PharmaDorf;$ 3117.14;50%;$ 1558.57
42467;ibandrónico,ác.+asoc.;ELASTERIN MAX;comp.rec.x 1 + comp.x 30;PharmaDorf;$ 549.36;50%;$ 274.68
34716;latanoprost;LATANOPROST DORF;50mcg/ml sol.oft.x 2.5ml;PharmaDorf;$ 18419.72;60%;$ 7367.89
51485;latanoprost;LATANOPROST DORF;50mcg/ml sol.oft.x 3 ml;PharmaDorf;$ 403.19;60%;$ 161.28
41783;latanoprost+timolol;LATIMODORF;gts.oft.x 2.5 ml;PharmaDorf;$ 16634.89;50%;$ 8317.45
39903;levonorgestrel+etinilestradiol;NORFEN;comp.x 28;PharmaDorf;$ 4498.89;50%;$ 2249.45
7063;metronidazol;FLAGYL;500 mg comp.x 20;PharmaDorf;$ 10336.85;50%;$ 5168.43
7061;metronidazol;FLAGYL;500 mg óv.x 10;PharmaDorf;$ 8897.2;50%;$ 4448.6
37708;miconazol+metronidazol+asoc.;SEPTIGYN;óv.x 12;PharmaDorf;$ 21157.98;40%;$ 12694.79
37707;miconazol+metronidazol+asoc.;SEPTIGYN;óv.x 6;PharmaDorf;$ 11858.16;40%;$ 7114.9
42618;naproxeno;MOX FORTE;comp.rec.x 10;PharmaDorf;$ 10339.79;40%;$ 6203.87
10659;norfloxacina;MEMENTO NF;comp.rec.x 10;PharmaDorf;$ 425.21;60%;$ 170.08
10660;norfloxacina;MEMENTO NF;comp.rec.x 20;PharmaDorf;$ 768.85;60%;$ 307.54
6490;nortriptilina+asoc.;KARILE;10 mg comp.x 20;PharmaDorf;$ 1512.98;50%;$ 756.49
6491;nortriptilina+asoc.;KARILE;20 mg comp.x 20;PharmaDorf;$ 14289.67;50%;$ 7144.84
6492;nortriptilina+asoc.;KARILE;40 mg comp.x 20;PharmaDorf;$ 21440.86;50%;$ 10720.43
57618;nortriptilina+asoc.;KARILE;40 mg comp.x 50;PharmaDorf;$ 39689.05;50%;$ 19844.53
47727;olopatadine;KEIM ALER;0.1% sol.oft.ester.x5 ml;PharmaDorf;$ 20299.5;50%;$ 10149.75
51489;olopatadine;KEIM ALER;0.1% sol.oft.ester.x6 ml;PharmaDorf;$ 385.34;50%;$ 192.67
45497;ramipril;TRITACE;10 mg comp.x 30;PharmaDorf;$ 43603.38;60%;$ 17441.35
20465;ramipril;TRITACE;2.5 mg comp.x 30;PharmaDorf;$ 17949.52;60%;$ 7179.81
20466;ramipril;TRITACE;2.5 mg comp.x 60;PharmaDorf;$ 758.78;60%;$ 303.51
20467;ramipril;TRITACE;5 mg comp.x 30;PharmaDorf;$ 32116.99;60%;$ 12846.8
43067;ramipril+hidroclorotiazida;TRITACE 10 HCT;10 mg comp.x 28;PharmaDorf;$ 866.29;50%;$ 433.15
20436;ramipril+hidroclorotiazida;TRITACE 5 HCT;5 mg comp.x 30;PharmaDorf;$ 36382.16;50%;$ 18191.08
12217;sumatriptán;MICRANIL;comp.x 2;PharmaDorf;$ 1394.72;50%;$ 697.36
49813;sumatriptán;MICRANIL;comp.x 4;PharmaDorf;$ 35421.27;50%;$ 17710.64
57046;sumatriptán;MICRANIL;comp.x 6;PharmaDorf;$ 42871.62;50%;$ 21435.81
49812;sumatriptán;MICRANIL;jga.prell.x 1 x 0.5 ml;PharmaDorf;$ 61039.76;50%;$ 30519.88
33815;timolol,maleato;TIMOLOL DORF;0.5% sol.oft.x 5 ml;PharmaDorf;$ 8030.52;80%;$ 1606.1
31986;tobramicina;TOBRAMICINA DORF;sol.oft.x 5 ml;PharmaDorf;$ 183.26;60%;$ 73.3
32789;tobramicina+dexametasona+asoc.;T+D+H DORF;sol.oft.x 5 ml;PharmaDorf;$ 8443.57;50%;$ 4221.79
51483;tobramicina+dexametasona+asoc.;T+D+H DORF;sol.oft.x 6 ml;PharmaDorf;$ 169.48;50%;$ 84.74
38941;ursodesoxicólico,ác.;URSODIOL;150 mg comp.x 20;Pharmanove;$ 12648.84;50%;$ 6324.42
38939;ursodesoxicólico,ác.;URSODIOL;300 mg comp.x 30;Pharmanove;$ 29741.16;50%;$ 14870.58
38940;ursodesoxicólico,ác.;URSODIOL;300 mg comp.x 50;Pharmanove;$ 52047.95;50%;$ 26023.98
41171;ursodesoxicólico,ác.;URSODIOL;500 mg comp.x 30;Pharmanove;$ 53445.73;50%;$ 26722.87
41172;ursodesoxicólico,ác.;URSODIOL;500 mg comp.x 50;Pharmanove;$ 87979.27;50%;$ 43989.64
37862;aloe vera;CAPSON AV;100% cr.x 60 g;Pharmatrix;$ 22664.15;40%;$ 13598.49
16304;aloe vera;CAPSON AV;100% gel x 100 g;Pharmatrix;$ 26414.12;40%;$ 15848.47
15228;aloe vera;CAPSON AV;100% spray x 30 ml;Pharmatrix;$ 22664.15;40%;$ 13598.49
43181;clindamicina+benzoílo,peróxido;CP ACNE DUO MULTIDOSIS;gel dosif. simult. x 30g;Pharmatrix;$ 22725.86;50%;$ 11362.93
34003;clindamicina+benzoílo,peróxido;CP ACNE DUO;pomo x12.5g +pote x12.5g;Pharmatrix;$ 13252.51;50%;$ 6626.26
37861;clindamicina+benzoílo,peróxido;CP ACNE DUO PAK;sob.x 30;Pharmatrix;$ 22725.86;50%;$ 11362.93
18270;eritromicina;TRIXNE;toallitas desc.x 30;Pharmatrix;$ 12783.66;50%;$ 6391.83
24541;eritromicina;TRIXNE 4%;toallitas desc.x 30;Pharmatrix;$ 20061.34;50%;$ 10030.67
28621;eritromicina;TRIXNE 4% GEL;unidosis x 30 ml;Pharmatrix;$ 16792.87;50%;$ 8396.44
40612;fluorouracilo;ACLER;cr.x 20 g;Pharmatrix;$ 30134.73;50%;$ 15067.37
38584;fusídico,ác.;DRUM;2% cr.x 15 g;Pharmatrix;$ 9245.52;60%;$ 3698.21
38585;fusídico,ác.+betametasona;DRUM ß;2/0.1% cr.x 15 g;Pharmatrix;$ 11850.64;50%;$ 5925.32
30162;metronidazol;PADET 1 %;cr.x 30 g;Pharmatrix;$ 13085.6;50%;$ 6542.8
40611;metronidazol;PADET 1 %;dispensador cr.x 60 g;Pharmatrix;$ 20939.36;50%;$ 10469.68
47770;metronidazol;PADET 1 % GEL;gel x 30 g;Pharmatrix;$ 28981.19;50%;$ 14490.6
29130;metronidazol;PADET 0.75 % GEL;gel x 30 g;Pharmatrix;$ 21602.41;50%;$ 10801.21
39967;miconazol;MICOPUL;cr.x 40 g;Pharmatrix;$ 10564.68;40%;$ 6338.81
43182;salicílico,ác.;VERRUTRIX;sob.x 2 x 5 após.c/u;Pharmatrix;$ 10817.67;50%;$ 5408.84
24206;salicílico,ác.;VERRUTRIX;sob.x 4 x 5 após.c/u;Pharmatrix;$ 18111.01;50%;$ 9055.51
28623;salicílico,ác.;SALPAD 2%;toallitas x 30;Pharmatrix;$ 12614.4;50%;$ 6307.2
28622;salicílico,ác.;SALPAD 6% GEL;unidosis x 30 g;Pharmatrix;$ 13295.88;50%;$ 6647.94
42514;salicílico,ác.+asoc.;SALPAD T;shamp.x 150 ml;Pharmatrix;$ 15323;50%;$ 7661.5
17076;tretinoína;NITEREY;0.02% cr.x 30 g;Pharmatrix;$ 20541.2;50%;$ 10270.6
17077;tretinoína;NITEREY;0.05% cr.x 30 g;Pharmatrix;$ 21905.63;50%;$ 10952.82
21316;triamcinolona;GLYTOP;cr.x 30 g;Pharmatrix;$ 11242.91;50%;$ 5621.46
21317;triamcinolona;GLYTOP-F;cr.x 30 g;Pharmatrix;$ 12762.15;50%;$ 6381.08
25498;condroitín,sulfato;STRUCTUM;500 mg caps.x 60;Pierre Fabre M¿;$ 682.12;50%;$ 341.06
9677;glicoproteínas+ribosomas;RIBOVAC;0.75 mg comp.x 12;Pierre Fabre M¿;$ 702.56;50%;$ 351.28
16855;glicoproteínas+ribosomas;RIBOVAC;gran.sob.x 12;Pierre Fabre M¿;$ 1127.04;50%;$ 563.52
16854;glicoproteínas+ribosomas;RIBOVAC;gran.sob.x 4;Pierre Fabre M¿;$ 464.09;50%;$ 232.05
44886;enoxolona+asoc.;ARTHRODONT;pasta dent.gingival x80g;Pierre Fabre Or;$ 1265.67;50%;$ 632.84
24868;brimonidina;BRIMOPRESS;0.2% sol.oft.x 5 ml;Poen;$ 24857.63;60%;$ 9943.05
46784;brimonidina+timolol;BRIMOPRESS T;sol.oft.x 5 ml;Poen;$ 25764.42;50%;$ 12882.21
40085;bromfenac;NATAX;fco.gotero x 5 ml;Poen;$ 20328.64;50%;$ 10164.32
42470;carbomer;ACRYLARM PLUS;gel oft.x 10 g;Poen;$ 16336.84;50%;$ 8168.42
44942;carboximetilcelulosa sódica;AUCIC 1.5%;gel.oft.x 5 g;Poen;$ 14208.6;50%;$ 7104.3
39562;carboximetilcelulosa sódica;AUCIC 1%;sol.oft.x 10 ml;Poen;$ 10659.54;50%;$ 5329.77
37856;carboximetilcelulosa sódica;AUCIC 0.5%;sol.oft.x 10 ml;Poen;$ 9741.37;50%;$ 4870.69
19942;carteolol,clorh.;POENGLAUCOL;2% gts.oft.x 5 ml;Poen;$ 1205.45;60%;$ 482.18
47768;ciclosporina;CLOSPORIL 0.1%;gts.oft.x 5 ml;Poen;$ 36469.15;60%;$ 14587.66
34388;ciprofloxacina+dexametasona;QUIDEX;gts.oft.x 5 ml;Poen;$ 11179.27;60%;$ 4471.71
38712;ciprofloxacina+dexametasona;QUIDEX;ung.oft.x 3.5 g;Poen;$ 13468.62;60%;$ 5387.45
6601;cromoglicato disódico;CLAROFTAL;colirio x 10 ml;Poen;$ 1455.12;60%;$ 582.05
50022;difluprednato;TOLF;emuls.oft.x 5 ml;Poen;$ 25986.01;50%;$ 12993.01
25086;dorzolamida+timolol;GLAUCOTENSIL TD;colirio x 5 ml;Poen;$ 31035.68;60%;$ 12414.27
23320;eritromicina;ERITROFARM;colirio x 5 ml;Poen;$ 13900.54;50%;$ 6950.27
31844;eritromicina;ERITROFARM;ung.oft.unidosis x 20;Poen;$ 14021.42;50%;$ 7010.71
48738;gatifloxacina;GATIF FORTE;sol.oft.x 5 ml;Poen;$ 25435.75;80%;$ 5087.15
46342;gatifloxacina+dexametasona;GATIDEX;sol.oftálmica x 5 ml;Poen;$ 25712.29;50%;$ 12856.15
31160;hialuronato sódico;DROPSTAR;colirio x 10 ml;Poen;$ 15654.01;50%;$ 7827.01
45559;hialuronato sódico;DROPSTAR P;colirio x 10 ml;Poen;$ 16792.65;50%;$ 8396.33
14099;ketorolac;POENKERAT;0.5% colirio x 5 ml;Poen;$ 14916.04;50%;$ 7458.02
53457;latanoprost;LOUTEN;emuls.x 2.5 ml;Poen;$ 23586.61;60%;$ 9434.64
31161;latanoprost+timolol;LOUTEN T;colirio x 2.5 ml;Poen;$ 26711.45;50%;$ 13355.73
38372;loteprednol+tobramicina;LOTEMICIN;susp.oft.x 5 ml;Poen;$ 12503.73;50%;$ 6251.87
27057;loteprednol,etabonato;LOTESOFT;susp.oft.x 5 ml;Poen;$ 15043.07;50%;$ 7521.54
54430;loteprednol,etabonato;LOTESOFT;ung.oft.x 3.5 g;Poen;$ 12056.82;50%;$ 6028.41
36464;luteína+vit.c+vit.e+asoc.;DIARIS;cáps.x 30;Poen;$ 26514.54;40%;$ 15908.72
14352;pilocarpina+timolol;GLAUCOTENSIL;colirio x 5 ml;Poen;$ 1057.57;80%;$ 211.51
22474;poliacrílico,ác.;ACRYLARM;gel oft.x 10 g;Poen;$ 14410.82;50%;$ 7205.41
6602;timolol,maleato;POENTIMOL;0.50% colirio x 5 ml;Poen;$ 9669.63;80%;$ 1933.93
6606;tobramicina;GOTABIOTIC;colirio x 5 ml;Poen;$ 9133.49;60%;$ 3653.4
19577;tobramicina;GOTABIOTIC;gel oft.x 5 g;Poen;$ 9728.9;60%;$ 3891.56
38713;tobramicina;GOTABIOTIC;pack sol.oft.x 6 x 5 ml;Poen;$ 3718.63;60%;$ 1487.45
17492;tobramicina+dexametasona;GOTABIOTIC F;colirio x 5 ml;Poen;$ 10216;50%;$ 5108
31989;tobramicina+dexametasona;GOTABIOTIC F;ung.oft.x 3.5 g;Poen;$ 11123.07;50%;$ 5561.54
9694;tobramicina+dexametasona+asoc.;GOTABIOTIC D;colirio x 5 ml;Poen;$ 9495.81;50%;$ 4747.91
51628;trehalosa+caboximetilcelulosa,só;AUCIC PLUS;sol.oft.x 10 ml;Poen;$ 17293.23;50%;$ 8646.62
46123;fosfomicina;FOSFOMICINA LUAR;1 g IV iny.f.a.caja x 10;Qu¿mica Luar;$ 79318.35;50%;$ 39659.18
46814;sodio,cloruro;NACLIN;a.x 30 x 5 ml;Qu¿mica Luar;$ 52594.67;50%;$ 26297.34
45153;sodio,cloruro;NACLIN;a.x 60 x 5 ml;Qu¿mica Luar;$ 101286.3;50%;$ 50643.15
11964;aceite de salmón;REGULIP;1 g cáps.x 60;Raffo;$ 52603.1;40%;$ 31561.86
34244;aceite de salmón;REGULIP;1 g cáps.x 90;Raffo;$ 76584.62;40%;$ 45950.77
58150;aripiprazol;ARIZIC;10 mg comp.rec.x 30;Raffo;$ 23715.29;50%;$ 11857.65
58148;aripiprazol;ARIZIC;15 mg comp.rec.x 30;Raffo;$ 34788.12;50%;$ 17394.06
58151;aripiprazol;ARIZIC;20 mg comp.rec.x 30;Raffo;$ 42378.11;50%;$ 21189.06
58149;aripiprazol;ARIZIC;5 mg comp.rec.x 30;Raffo;$ 21494.95;50%;$ 10747.48
22369;atorvastatín;LIPIFEN;10 mg comp.x 30;Raffo;$ 30694.7;80%;$ 6138.94
22370;atorvastatín;LIPIFEN;20 mg comp.x 30;Raffo;$ 50870.48;80%;$ 10174.1
50267;atorvastatín;LIPIFEN;40 mg comp.x 30;Raffo;$ 59452.5;80%;$ 11890.5
40014;atorvastatín+ezetimibe;COLMIBE;10/10 mg comp.x 30;Raffo;$ 34094.39;50%;$ 17047.2
40015;atorvastatín+ezetimibe;COLMIBE;20/10 mg comp.x 30;Raffo;$ 47855.7;50%;$ 23927.85
50193;atorvastatín+ezetimibe;COLMIBE;40/10 mg comp.x 30;Raffo;$ 59355.78;50%;$ 29677.89
61001;buprenorfina;BUPRIVA;10 mg parche x 1;Raffo;$ 37166.58;50%;$ 18583.29
61002;buprenorfina;BUPRIVA;20 mg parche x 1;Raffo;$ 45104.22;50%;$ 22552.11
61000;buprenorfina;BUPRIVA;5 mg parche x 1;Raffo;$ 28686.7;50%;$ 14343.35
23483;bupropión;ODRANAL;150mg comp.lib.prol.x 30;Raffo;$ 61584.28;40%;$ 36950.57
26876;bupropión;ODRANAL;150mg comp.lib.prol.x 60;Raffo;$ 111262.62;40%;$ 66757.57
51689;ciclobenzaprina;MITRUL;15 mg cáps.x 10;Raffo;$ 23492.49;50%;$ 11746.25
24913;clindamicina;TORGYN;100 mg ov.vag.x 7;Raffo;$ 14245.58;60%;$ 5698.23
30481;clindamicina;TORGYN;100 mg óv.vag.x 3;Raffo;$ 10469.85;60%;$ 4187.94
35664;clindamicina+ketoconazol;TORGYN DUO;cáps.blandas vag.x 7;Raffo;$ 18302.1;50%;$ 9151.05
33881;clopidogrel;NABRATIN;75 mg comp.rec.x 30;Raffo;$ 55887.2;50%;$ 27943.6
46775;condroitín,sulfato+glucosamina;ASOTREX;cáps.x 30;Raffo;$ 24764.25;50%;$ 12382.13
46776;condroitín,sulfato+glucosamina;ASOTREX;cáps.x 60;Raffo;$ 37869.83;50%;$ 18934.92
46779;condroitín,sulfato+glucosamina;ASOTREX;sob.x 30;Raffo;$ 48150.83;50%;$ 24075.42
60620;dapagliflozina;FANTER;10 mg comp. x 30;Raffo;$ 62170.71;100%;$ 0
47882;desvenlafaxina;FAPRIS;100mg comp.rec.lib.prx30;Raffo;$ 50213.11;50%;$ 25106.56
47881;desvenlafaxina;FAPRIS;50mg comp.rec.lib.pr.x30;Raffo;$ 27361.93;50%;$ 13680.97
50098;dexlansoprazol;APATRIX 30;cáps. x 30;Raffo;$ 33867.96;40%;$ 20320.78
50100;dexlansoprazol;APATRIX 60;cáps. x 30;Raffo;$ 48613.64;40%;$ 29168.18
22035;diclofenac potásico+paracetamol;PARACETAMOL FORTE RAFFO;comp.rec.x 15;Raffo;$ 19065.12;40%;$ 11439.07
22036;diclofenac potásico+paracetamol;PARACETAMOL FORTE RAFFO;comp.rec.x 30;Raffo;$ 40343.91;40%;$ 24206.35
51772;diosmina+hesperidina micronizada;VEDIPAL;1000 mg comp.x 30;Raffo;$ 55460.61;40%;$ 33276.37
49121;diosmina+hesperidina micronizada;VEDIPAL;500 mg comp.x 30;Raffo;$ 30454.71;40%;$ 18272.83
49122;diosmina+hesperidina micronizada;VEDIPAL;500 mg comp.x 60;Raffo;$ 55512.17;40%;$ 33307.3
52261;dutasteride+tamsulosina;REDUPROST DUO;cáps.duras x 30;Raffo;$ 54313.89;50%;$ 27156.95
53870;etoricoxib;XUMER;120 mg comp.rec.x 7;Raffo;$ 14848.25;50%;$ 7424.13
53866;etoricoxib;XUMER;60 mg comp.rec.x 14;Raffo;$ 15136.56;50%;$ 7568.28
53867;etoricoxib;XUMER;60 mg comp.rec.x 28;Raffo;$ 30665.99;50%;$ 15333
53868;etoricoxib;XUMER;90 mg comp.rec.x 14;Raffo;$ 25106.98;50%;$ 12553.49
53869;etoricoxib;XUMER;90 mg comp.rec.x 28;Raffo;$ 37988.57;50%;$ 18994.29
37344;ezetimibe+simvastatin;REDUSTEROL DUO;10/10 mg comp.x 30;Raffo;$ 21213.04;50%;$ 10606.52
37345;ezetimibe+simvastatin;REDUSTEROL DUO;10/20 mg comp.x 30;Raffo;$ 21213.04;50%;$ 10606.52
37346;ezetimibe+simvastatin;REDUSTEROL DUO;10/40 mg comp.x 30;Raffo;$ 34059.03;50%;$ 17029.52
10665;fluconazol;MUTUM;100 mg comp.x 15;Raffo;$ 79281.06;50%;$ 39640.53
16364;fluconazol;MUTUM;150 mg comp.x 1;Raffo;$ 7265.89;50%;$ 3632.95
16365;fluconazol;MUTUM;150 mg comp.x 2;Raffo;$ 14216.53;50%;$ 7108.27
23526;fluconazol;MUTUM;150 mg comp.x 4;Raffo;$ 25070.86;50%;$ 12535.43
43799;fluconazol;MUTUM;150 mg comp.x 8;Raffo;$ 43618.16;50%;$ 21809.08
11746;fluconazol;MUTUM;200 mg comp.x 10;Raffo;$ 89365.66;50%;$ 44682.83
11963;fluconazol;MUTUM;200 mg comp.x 30;Raffo;$ 227979.19;50%;$ 113989.6
32631;gabapentin;ULTRANEURAL;100 mg comp.x 30;Raffo;$ 15353.84;60%;$ 6141.54
32630;gabapentin;ULTRANEURAL;300 mg comp.x 30;Raffo;$ 27837.54;60%;$ 11135.02
34457;gabapentin;ULTRANEURAL;300 mg comp.x 60;Raffo;$ 49732.19;60%;$ 19892.88
32633;gabapentin;ULTRANEURAL;600 mg comp.x 30;Raffo;$ 35057.16;60%;$ 14022.86
11671;glibenclamida;GARDOTON;comp.x 30;Raffo;$ 4023.12;100%;$ 0
11672;glibenclamida;GARDOTON;comp.x 60;Raffo;$ 7979.92;100%;$ 0
56914;glucosamina;ASOTREX GL;sob.x 15;Raffo;$ 14052.25;50%;$ 7026.13
56916;glucosamina;ASOTREX GL;sob.x 30;Raffo;$ 28103.54;50%;$ 14051.77
38252;ibandrónico,ác.;IDENA;150 mg comp.rec.x 1;Raffo;$ 33637.25;50%;$ 16818.63
40004;ibandrónico,ác.;IDENA;150 mg comp.rec.x 2;Raffo;$ 53915.53;50%;$ 26957.77
59724;insaponificables;CLEDIUM;cáps. x 30;Raffo;$ 34736.69;40%;$ 20842.01
8268;isoxsuprina;DUVADILAN;10 mg comp.x 20;Raffo;$ 19359.5;50%;$ 9679.75
46447;lacosamida;LACOTEM;100 mg comp.rec.x 30;Raffo;$ 85061.84;50%;$ 42530.92
47376;lacosamida;LACOTEM;150 mg comp.rec.x 30;Raffo;$ 115003.56;50%;$ 57501.78
47377;lacosamida;LACOTEM;200 mg comp.rec.x 30;Raffo;$ 153337.62;50%;$ 76668.81
46446;lacosamida;LACOTEM;50 mg comp.rec.x 30;Raffo;$ 40093.23;50%;$ 20046.62
48499;levetiracetam;LEVAXON;1000 mg comp.x 30;Raffo;$ 129297.59;50%;$ 64648.8
48497;levetiracetam;LEVAXON;500 mg comp.x 20;Raffo;$ 43723.24;50%;$ 21861.62
48498;levetiracetam;LEVAXON;500 mg comp.x 60;Raffo;$ 123744.22;50%;$ 61872.11
42077;levofloxacina;UNIFLOX;500 mg comp.rec.ran.x 14;Raffo;$ 23346.44;60%;$ 9338.58
33882;levofloxacina;UNIFLOX;500 mg comp.rec.ran.x 7;Raffo;$ 14661.63;60%;$ 5864.65
38087;levofloxacina;UNIFLOX 750;750 mg comp.rec.x 5;Raffo;$ 16824.96;60%;$ 6729.98
8317;levonorgestrel+etinilestradiol;TRIQUILAR;blist.grag.x 21;Raffo;$ 7114.2;50%;$ 3557.1
8288;levonorgestrel+etinilestradiol;MICROGYNON;blist.grag.x 21;Raffo;$ 6566.94;50%;$ 3283.47
13698;levonorgestrel+etinilestradiol;MICROVLAR;grag.x 21;Raffo;$ 4624.51;50%;$ 2312.26
18517;meloxicam;FLEXIDOL;15 mg comp.ran.x 10;Raffo;$ 10621.92;50%;$ 5310.96
20354;meloxicam;FLEXIDOL;15 mg comp.ran.x 20;Raffo;$ 20765.02;50%;$ 10382.51
18518;meloxicam;FLEXIDOL;15 mg comp.ran.x 30;Raffo;$ 30613.81;50%;$ 15306.91
53871;meloxicam;FLEXIDOL CB;15 mg cáps.blandas x 10;Raffo;$ 9991.94;50%;$ 4995.97
53872;meloxicam;FLEXIDOL CB;15 mg cáps.blandas x 20;Raffo;$ 19984.18;50%;$ 9992.09
38085;meloxicam+pridinol;FLEXIDOL RELAX;comp.ran.x 10;Raffo;$ 11177.88;50%;$ 5588.94
38086;meloxicam+pridinol;FLEXIDOL RELAX;comp.ran.x 20;Raffo;$ 21925.97;50%;$ 10962.99
29028;mirtazapina;COMENTER;30 mg comp.x 30;Raffo;$ 34258.81;50%;$ 17129.41
45009;nebivolol;NABILA;10 mg comp.x 28;Raffo;$ 33126.09;50%;$ 16563.05
45008;nebivolol;NABILA;2.5 mg comp.x 28;Raffo;$ 7473.33;50%;$ 3736.67
42275;nebivolol;NABILA;5 mg comp.x 28;Raffo;$ 17061.26;50%;$ 8530.63
59378;nebivolol+hidroclorotiazida;NABILA D;5/12.5 mg comp.rec.x 28;Raffo;$ 18186.81;50%;$ 9093.41
17442;nimodipina;NIVAS;30 mg comp.rec.x 30;Raffo;$ 10129.76;50%;$ 5064.88
17443;nimodipina;NIVAS;30 mg comp.rec.x 60;Raffo;$ 16847.64;50%;$ 8423.82
12529;nimodipina;NIVAS FORTE;60 mg comp.rec.x 30;Raffo;$ 16528.82;50%;$ 8264.41
12530;nimodipina;NIVAS FORTE;60 mg comp.rec.x 60;Raffo;$ 27643.37;50%;$ 13821.69
21021;nimodipina+citicolina;NIVAS PLUS;comp.rec.x 30;Raffo;$ 21388.21;50%;$ 10694.11
21022;nimodipina+citicolina;NIVAS PLUS;comp.rec.x 60;Raffo;$ 38034.88;50%;$ 19017.44
51317;noretisterona;PRIMOLUT NOR;10 mg blíst.comp.x 20;Raffo;$ 23650.28;50%;$ 11825.14
8305;noretisterona+etinilestradiol;PRIMOSISTON;comp.x 30;Raffo;$ 9312.73;50%;$ 4656.37
11665;oxibutinina;DELAK;comp.x 20;Raffo;$ 10418.14;50%;$ 5209.07
23094;oxibutinina;DELAK;comp.x 30;Raffo;$ 14563.28;50%;$ 7281.64
23095;oxibutinina;DELAK;comp.x 60;Raffo;$ 27987.42;50%;$ 13993.71
9360;pancreatina+dimetilpolisiloxano;PANKREOFLAT AD;comp.rec.x 50;Raffo;$ 17340;50%;$ 8670
23256;pantoprazol;PANTOP;IV iny.x 1;Raffo;$ 794.82;40%;$ 476.89
31760;paracetamol;PARACETAMOL RAFFO 1 G;comp.ran.x 10;Raffo;$ 5829.35;40%;$ 3497.61
49154;pregabalina;PREBICTAL;100 mg cáps.x 28;Raffo;$ 52301.86;50%;$ 26150.93
44478;pregabalina;PREBICTAL;150 mg cáps.x 28;Raffo;$ 55537.81;50%;$ 27768.91
51662;pregabalina;PREBICTAL;25 mg cáps.x 28;Raffo;$ 12453.59;50%;$ 6226.8
49153;pregabalina;PREBICTAL;50 mg cáps.x 28;Raffo;$ 29890.89;50%;$ 14945.45
44477;pregabalina;PREBICTAL;75 mg cáps.x 28;Raffo;$ 35257.89;50%;$ 17628.95
37351;quetiapina;QUETIAZIC;100 mg comp.x 30;Raffo;$ 75676.37;50%;$ 37838.19
45449;quetiapina;QUETIAZIC;100 mg comp.x 60;Raffo;$ 119827.56;50%;$ 59913.78
37352;quetiapina;QUETIAZIC;200 mg comp.x 30;Raffo;$ 98819.51;50%;$ 49409.76
45452;quetiapina;QUETIAZIC;200 mg comp.x 60;Raffo;$ 159914.04;50%;$ 79957.02
48928;quetiapina;QUETIAZIC XR;200mg comp.acc.prol.x 30;Raffo;$ 98363.98;50%;$ 49181.99
37804;quetiapina;QUETIAZIC;25 mg comp.x 30;Raffo;$ 46789.98;50%;$ 23394.99
45448;quetiapina;QUETIAZIC;25 mg comp.x 60;Raffo;$ 72003.59;50%;$ 36001.8
46321;quetiapina;QUETIAZIC;300 mg comp.x 30;Raffo;$ 110988.91;50%;$ 55494.46
48929;quetiapina;QUETIAZIC XR;300mg comp.acc.prol.x 30;Raffo;$ 132447.46;50%;$ 66223.73
48930;quetiapina;QUETIAZIC XR;400mg comp.acc.prol.x 30;Raffo;$ 199146.79;50%;$ 99573.4
48927;quetiapina;QUETIAZIC XR;50 mg comp.acc.prol.x 30;Raffo;$ 96771.14;50%;$ 48385.57
36613;risperidona;DOZIC;0.5 mg comp.ran.x 20;Raffo;$ 6556.52;50%;$ 3278.26
30965;risperidona;DOZIC;1 mg comp.ran.x 20;Raffo;$ 10827.16;50%;$ 5413.58
32777;risperidona;DOZIC;1 mg comp.ran.x 60;Raffo;$ 23187.51;50%;$ 11593.76
30966;risperidona;DOZIC;2 mg comp.ran.x 20;Raffo;$ 21480.56;50%;$ 10740.28
32778;risperidona;DOZIC;2 mg comp.ran.x 60;Raffo;$ 60315.71;50%;$ 30157.86
30967;risperidona;DOZIC;3 mg comp.ran.x 20;Raffo;$ 28076.66;50%;$ 14038.33
